symbol,quarterly_report_count,semiannual_report_count,annual_report_count,distribution_announcement_count,first_announcement_date,latest_announcement_date,asset_type,classification_status,asset_type_source_url,listing_date,listing_source_url,listing_status,has_periodic_report,has_distribution_announcement
508086,8,1,2,8,2024-05-31,2026-08-22,toll_road,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508086_20260721_0SH6.pdf,2024-06-28,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-06-28/508086_20240628_AVZI.pdf,listed,True,True
508087,6,1,1,2,2024-12-26,2026-07-21,heating,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508087_20260721_PW4Q.pdf,2025-02-17,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-02-17/508087_20250217_IG9K.pdf,listed,True,True
508088,15,3,4,5,2022-09-09,2026-07-21,industrial_park,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508088_20260721_W6Q7.pdf,2022-10-14,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2022-10-14/508088_20221014_1_3WWKuruN.pdf,listed,True,True
508089,8,1,2,5,2024-06-03,2026-07-21,renewable,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508089_20260721_P5XX.pdf,2024-07-02,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-02/508089_20240702_WLD9.pdf,listed,True,True
508090,4,0,1,2,2025-06-11,2026-08-12,logistics,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508090_20260721_KE9V.pdf,2025-07-29,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-29/508090_20250729_FUTH.pdf,listed,True,True
508091,3,0,1,2,2025-09-01,2026-08-21,retail,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508091_20260721_BFJ1.pdf,2025-09-29,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-09-29/508091_20250929_4494.pdf,listed,True,True
508092,6,1,1,5,2025-01-08,2026-08-20,industrial_park,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508092_20260721_6OWI.pdf,2025-02-26,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-02-26/508092_20250226_M3BZ.pdf,listed,True,True
508093,0,0,0,1,2026-04-17,2026-08-21,toll_road,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-08-21/508093_20260821_1RZM.pdf,2026-05-26,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-05-26/508093_20260526_X7WB.pdf,listed,False,True
508095,0,0,0,0,2026-09-03,2026-09-04,rental_housing,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-09-04/508095_20260904_2YT9.pdf,,,pre_listing_observed,False,False
508096,13,3,3,7,2023-03-06,2026-08-06,mixed_energy,human_verified,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508096_20260721_BTD8.pdf,2023-03-29,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-03-29/508096_20230329_4X1X.pdf,listed,True,True
508097,6,1,1,5,2024-10-24,2026-08-20,industrial_park,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508097_20260721_2DPB.pdf,2024-12-03,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-12-03/508097_20241203_F0VL.pdf,listed,True,True
508098,14,3,3,11,2022-12-27,2026-08-27,logistics,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508098_20260721_2EIN.pdf,2023-02-08,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-02-08/508098_20230208_MTLG.pdf,listed,True,True
508099,18,4,4,9,2021-11-16,2026-08-27,industrial_park,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-21/508099_20260721_R4QU.pdf,2021-12-17,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2021-12-17/508099_20211217_1_t3MBtb7n.pdf,listed,True,True
508600,0,0,0,0,2026-05-15,2026-07-04,retail,human_verified,https://www.sse.com.cn/disclosure/announcement/listing/c/c_20260617_10822602.shtml,2026-06-18,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-18/508600_20260618_PT3Q.pdf,listed,False,False
508601,0,0,0,0,2026-05-15,2026-08-13,retail,human_verified,https://etf.sse.com.cn/disclosure/ssenotice/c/c_20260617_10822607.shtml,2026-06-18,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-18/508601_20260618_6GKG.pdf,listed,False,False
508602,0,0,0,0,2026-05-15,2026-07-21,retail,human_verified,https://www.sse.com.cn/disclosure/announcement/listing/c/c_20260617_10822605.shtml,2026-06-18,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-18/508602_20260618_V5NF.pdf,listed,False,False
508603,0,0,0,0,2026-05-14,2026-08-22,retail,human_verified,https://etf.sse.com.cn/disclosure/ssenotice/c/c_20260617_10822608.shtml,2026-06-18,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-18/508603_20260618_3QTG.pdf,listed,False,False
508605,0,0,0,0,2026-06-23,2026-07-31,commercial_property,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-31/508605_20260731_3GT6.pdf,,,pre_listing_observed,False,False
508606,0,0,0,0,2026-06-24,2026-06-27,commercial_property,official_title_evidence,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-27/508606_20260627_MCJ7.pdf,,,pre_listing_observed,False,False
508607,0,0,0,0,2026-06-23,2026-08-22,retail,human_verified,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-23/508607_20260623_JVPN.pdf,,,pre_listing_observed,False,False
508609,0,0,0,0,2026-06-24,2026-08-26,retail,human_verified,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-06-24/508609_20260624_W88R.pdf,,,pre_listing_observed,False,False
