symbol,period_end,publication_date,metric,value,unit,source_url,document_type,verification_status,raw_text
180301,2024-03-31,2024-04-20,distributable_amount_per_unit_quarter,0.0265,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-19/08686eb4-8cd8-4c56-9f85-a9844caa0f99.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 25,266,118.20，单位可供分配金额 0.0265"
180301,2024-03-31,2024-04-20,distributable_amount_quarter,25266118.2,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-19/08686eb4-8cd8-4c56-9f85-a9844caa0f99.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 25,266,118.20，单位可供分配金额 0.0265"
180301,2024-03-31,2024-04-20,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-19/08686eb4-8cd8-4c56-9f85-a9844caa0f99.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 25,266,118.20，单位可供分配金额 0.0265"
180301,2024-06-30,2024-07-19,distributable_amount_per_unit_quarter,0.0237,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-18/bafd41bf-16ad-4a51-a0e3-0715b4a8fd7f.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,582,801.56，单位可供分配金额 0.0237"
180301,2024-06-30,2024-07-19,distributable_amount_quarter,22582801.56,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-18/bafd41bf-16ad-4a51-a0e3-0715b4a8fd7f.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,582,801.56，单位可供分配金额 0.0237"
180301,2024-06-30,2024-07-19,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-18/bafd41bf-16ad-4a51-a0e3-0715b4a8fd7f.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,582,801.56，单位可供分配金额 0.0237"
180301,2024-09-30,2024-10-25,distributable_amount_per_unit_quarter,0.0254,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-24/3b3b6375-766a-4574-899b-27ee0abc5ce7.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 24,261,215.04，单位可供分配金额 0.0254"
180301,2024-09-30,2024-10-25,distributable_amount_quarter,24261215.04,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-24/3b3b6375-766a-4574-899b-27ee0abc5ce7.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 24,261,215.04，单位可供分配金额 0.0254"
180301,2024-09-30,2024-10-25,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-24/3b3b6375-766a-4574-899b-27ee0abc5ce7.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 24,261,215.04，单位可供分配金额 0.0254"
180301,2024-12-31,2025-01-22,distributable_amount_per_unit_quarter,0.0238,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-21/9e9775f1-dd8e-4700-9128-69bf453d3bef.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,664,719.16，单位可供分配金额 0.0238"
180301,2024-12-31,2025-01-22,distributable_amount_quarter,22664719.16,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-21/9e9775f1-dd8e-4700-9128-69bf453d3bef.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,664,719.16，单位可供分配金额 0.0238"
180301,2024-12-31,2025-01-22,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-21/9e9775f1-dd8e-4700-9128-69bf453d3bef.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,664,719.16，单位可供分配金额 0.0238"
180301,2024-12-31,2025-03-31,nav_per_unit,2.1883,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2025-03-28/06728b42-8055-4b0a-a360-0cb7f5c868d3.PDF,annual_report,machine_extracted_official_pdf,报告截止日 2024-12-31，基金份额净值 2.1883 元
180301,2025-03-31,2025-04-22,distributable_amount_per_unit_quarter,0.0247,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-21/b0bcddad-a269-4ab9-a273-2455ebc55a5b.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 23,601,388.35，单位可供分配金额 0.0247"
180301,2025-03-31,2025-04-22,distributable_amount_quarter,23601388.35,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-21/b0bcddad-a269-4ab9-a273-2455ebc55a5b.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 23,601,388.35，单位可供分配金额 0.0247"
180301,2025-03-31,2025-04-22,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-21/b0bcddad-a269-4ab9-a273-2455ebc55a5b.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 23,601,388.35，单位可供分配金额 0.0247"
180301,2025-06-30,2025-07-18,distributable_amount_per_unit_quarter,0.0254,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2025-07-17/f7053c53-862d-4cf8-af8f-f86772dc8b42.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 24,199,646.89，单位可供分配金额 0.0254"
